Route,Stops (via)
D06G-BMSIT,BMS College Campus Yelahanka -> Byatarayanapura -> Cunningham Road -> Depot-06 -> Electric B Station -> Escorts Yelahanka -> Halasuru -> Halasuru Police Station -> Hebbala -> Indian Express -> Jakkur Aerodrum -> Jayamahal -> Lido Talkies -> Maniksha Parade Ground -> Manipal Centre MG Road -> Mekhri Circle -> Munireddy Palya JC Nagara -> Puttenahalli -> Shivajinagara Bus Station -> TV Tower -> Wheel and Axle Plant NES
BMSIT-3,BMS College Campus Yelahanka -> BTL COLLEGE -> Bamboo Bazaar -> Banasawadi Fire Station -> Bengaluru Dairy Circle -> Bommanahalli -> Bommasandra -> Chandapura -> Chandapura Circle -> Coles Park Millers Road -> Corporation -> Cunningham Road -> Doddy Tannery Road -> Electronic City -> Glass Factory Nagavara -> Govindapura Cross Nagarvara -> Guddahatti -> Guddahatti Gate -> HRBR Layout 3rd Block -> Hale Chandapura -> Hebbagodi -> Hebbala Bridge -> Hennagara Gate -> Hennur Junction -> Hosa Road -> Huskur Gate -> Indian Express -> Jn of Hosur Road -> KH Road -> KR Circle -> KR Market -> Kadugondanahalli -> Kadugondanahalli Police Station -> Kalyananagara Bus Stand -> Kempegowda Bus Station -> Konappana Agrahara -> Koramangala Krupanidhi College -> Koramangala Kudure Mukha Colony -> Kudlu Gate -> Lakkasandra -> MG Statue -> Madivala -> Maharanis College -> Mother Dairy Yelahanka -> Museum -> Muslim Colony -> Nagavara -> Neraluru Attibele -> Nimhans Hospital -> P -> PESIT College -> Periyar Nagara Circle Tannery Road -> Postal and Telecom Colony -> Shanthinagara TTMC -> Singasandra -> St Johns Hospital -> Subbaiah Circle -> Tirumagondanahalli -> Town Hall -> Veerasandra -> Venkateshapura Kadugondanahalli Police Station -> Wilson Garden 10th Cross -> Wilson Garden Police Station
BCS-BMSITY,AMC College Bannerughatta Road -> Ananda Ashrama Bannerughatta Road -> Arakere Gate -> BMSIT College Campous Yelahanka -> BPL -> Babusabpalya -> Bannerughatta Circle -> Bannerughatta National Park -> Bannerughatta Vijaya Bank -> Basavanapura Gate Gottigere -> Bengaluru Dairy Circle -> Bilekahalli -> Byatarayanapura -> Coles Road -> Corporation -> Escorts Yelahanka -> Gottigere -> Gurappanapalya -> HBR Layout Ring Road -> Hebbala Bridge -> Himagiri Bannerughatta Road -> Hulimavu Gate -> IBM Bannerughatta Road -> IIMB Bannerghatta Road -> JP Nagara 3rd Phase -> Jakkur Aerodrum -> KH Road -> KR Circle -> Kalena Agrahara -> Kalkere -> Kalkere Bannerugatta Road -> Kalyananagara -> Kempapura Hebbala Ring Road -> Kempegowda Bus Station -> Koli Farm Gate Bannerughatta Road -> Lakkasandra -> Loyola school -> Maharanis College -> Manyata Embassy Business Park -> Meenakshi Temple -> NICE Road Junction Bannerughatta Road -> Nimhans Hospital -> Puttenahalli -> Ryan International School Bannerughatta Road -> Sampangiramnagara Bannerughatta Road -> Shanthinagara TTMC -> Subbaiah Circle -> Veeranapalya Ring Road -> Vijaya Bank Colony Banasawadi -> Wheel and Axle Plant NES -> Wilson Garden 10th Cross -> Wilson Garden Police Station -> Yelahanka Santhe Circle
SBS-RTN-BMSIT,BMSIT College Campous Yelahanka -> Byatarayanapura -> Cunningham Road -> Hebbala -> Indian Express -> Jakkur Aerodrum -> Jayamahal -> Matadahalli -> Munireddy Palya JC Nagara -> Puttenahalli -> Rehamathnagara -> Shivajinagara Bus Station -> TV Tower -> Vasanthappa Block -> Wheel and Axle Plant NES
YHKOT-BMSIT,BMSIT College Campous Yelahanka -> Escorts Yelahanka -> Puttenahalli -> Wheel and Axle Plant NES -> Yelahanka Old Town -> Yelahanka Santhe Circle
KBS-HBL-BMSIT,BMSIT College Campous Yelahanka -> Byatarayanapura -> Escorts Yelahanka -> Hebbala -> Jakkur Aerodrum -> Janatha Dala Office Ananda Rao Circle -> Kempegowda Bus Station -> Mekhri Circle -> Palace Ground -> Puttenahalli -> Shivananda Store -> Wheel and Axle Plant NES
BMSIT-PTH-YHK,BMSIT College Campous Yelahanka -> CRPF Yelahanka -> Nagenahalli Gate Yelahanka -> Puttenahalli -> Yelahanka NES Office -> Yelahanka Old Town -> Yelahanka Santhe Circle
YNTAEH-BMSITY,Agarawal EYE Hospital Yelahanka -> BMSIT College Campous Yelahanka -> Escorts Yelahanka -> Puttenahalli -> Wheel and Axle Plant NES -> Yelahanka Satellite Town
BMSITY-RJK,BMSIT College Campous Yelahanka -> Rajanukunte
401-BJ BMSITY-BGLR,BMSIT College Campous Yelahanka -> Bagalur Cross DVH Road -> Bagalur Santhe -> CRPF Yelahanka -> Dwarakanagara Kogilu -> Kendriya Vihara -> Kogilu Cross -> Nagenahalli Gate Yelahanka -> Palanahalli Gate -> Puttenahalli -> Sathanur -> Srinivasapura Cross -> Venkatala -> Yelahanka Country Club -> Yelahanka NES Office -> Yelahanka Santhe Circle
285 YHKOT-BMSITY,BMSIT College Campous Yelahanka -> Escorts Yelahanka -> Puttenahalli -> Wheel and Axle Plant NES -> Yelahanka Old Town -> Yelahanka Santhe Circle
KDG-CSB-D34,Addiganahalli -> Amogha Layout -> Arakere Gate -> BEML Gate -> BPL -> BTM Layout Water Tank -> Bayyapannahalli -> Bayyappanahalli Metro Station -> Benniganahalli -> Bhattarahalli -> Bilekahalli -> Byatarayanapura -> CMRIT College -> CS-Eco Space Intel Ring Road -> Central Silk Board -> Cipla Avalahalli -> Corporation -> Depot-34 Gate -> Devarabisanahalli Cross -> Devarabisanahalli New Horizon College -> Dodda Mori -> Escorts Yelahanka -> GR Tech Park ITPL -> Graphite India -> Gundur Marasandra -> Gurudwara -> HSBC Bannerughatta Main Road -> HSR Layout 14th Main -> HSR Layout SI Apartment -> Halasuru -> Hebbala -> Hope Farm -> Hulimavu Gate -> I Gate -> IIMB Bannerghatta Road -> ITI Colony Gate -> ITPL -> Isolation Hospital -> JP Nagara 3rd Phase -> Jakkur Aerodrum -> Janatha Dala Office Ananda Rao Circle -> Jn of Sarjapura -> KR Market -> KTPO -> Kadabisanahalli -> Kammasandra Hoskote -> Kempegowda Bus Station -> Kundalahalli -> Kundalahalli Colony -> Kundalahalli Gate -> Marathahalli Bridge -> Mayohall -> Medahalli -> Meenakshi Temple -> Mekhri Circle -> Multiplex Marathahalli -> Mysore Bank -> NGEF -> Palace Ground -> Parvathipura -> Pattandur Agrahara Gate -> Petrol Bunk Bellanduru -> Philips Millenium Halsooru -> Puttenahalli -> Rajanukunte -> Richmond Circle -> SAP Labs White Field -> SJES College -> Sathya Sai Hospital -> Shivananda Store -> St Joseph Boys High School -> Tharahunase -> Thimmasandra Adiganahalli -> Tin Factory -> Town Hall -> Trinity Circle -> Wheel and Axle Plant NES -> White Field TTMC
285-K,Addiganahalli -> Byatarayanapura -> Corporation -> Escorts Yelahanka -> Hebbala -> Jakkur Aerodrum -> Janatha Dala Office Ananda Rao Circle -> KR Market -> Kempegowda Bus Station -> Mekhri Circle -> Mysore Bank -> Palace Ground -> Parvathipura -> Puttenahalli -> Rajanukunte -> Sadenahalli -> Shivananda Store -> Town Hall -> Wheel and Axle Plant NES
291-K,Addiganahalli -> Arabic College Tany Road -> Ashwath Nagara Cross -> Ashwathnagara Thanisandra -> Bamboo Bazaar -> Bellahalli Cross -> Bettahalasuru Cross -> Bettahalasuru Village -> Bharathinagara Hunasamaranahalli -> Cantonment Railway Station -> Coles Park Millers Road -> Cunningham Road -> Doddy Tannery Road -> Embassy School -> Glass Factory Nagavara -> Govindapura Cross Nagarvara -> Gurukula School Tharahunase -> Hunasamaranahalli -> IAF Yelahanka -> Indian Air Force -> Indian Express -> Jn of Nagavara -> Kadugondanahalli -> Kadugondanahalli Police Station -> Kogilu -> Kogilu Cross -> Muslim Colony -> Nagavara -> Noor Nagara -> P -> Palanahalli Gate -> Parvathipura -> Periyar Nagara Circle Tannery Road -> Petrol Bunk Nagavara Junction -> Postal and Telecom Colony -> RK HegdeNagara -> Rajanukunte -> SMVIT Cross -> Sapthagiri Layout -> Sarayipalya -> Shivajinagara Bus Station -> Sonnappanahalli Yelahanka -> Tannery Road Canara Bank -> Thanisandra -> Thanisandra Book Factory -> Tharahunase -> Thirumenahalli Cross -> Venkatala -> Venkateshapura Kadugondanahalli Police Station -> Vidhyasagara Thanisandra -> Yelahanka Santhe Circle
285-K KMT-PMTL,Addiganahalli -> Byatarayanapura -> Corporation -> Escorts Yelahanka -> Hebbala -> Jakkur Aerodrum -> Janatha Dala Office Ananda Rao Circle -> KR Market -> Kempegowda Bus Station -> Mekhri Circle -> Mysore Bank -> Palace Ground -> Parvathipura -> Puttenahalli -> Rajanukunte -> Shivananda Store -> Town Hall -> Wheel and Axle Plant NES
285-K KBS-PTML,Addiganahalli -> Banashankari TTMC -> Byatarayanapura -> Chikkallasandra -> Chikkallasandra Aralimara -> Escorts Yelahanka -> Gowdanapalya -> Hebbala -> Jakkur Aerodrum -> Janatha Dala Office Ananda Rao Circle -> Kadirenahalli Cross -> Kadirenahalli Village -> Kempegowda Bus Station -> Mekhri Circle -> Palace Ground -> Parvathipura -> Puttenahalli -> Rajanukunte -> Shivananda Store -> Wheel and Axle Plant NES
285-K NES-SDH,Addiganahalli -> Escorts Yelahanka -> Parvathipura -> Puttenahalli -> Rajanukunte -> Sadenahalli -> Wheel and Axle Plant NES
285-K NES-PTML,Addiganahalli -> Escorts Yelahanka -> Parvathipura -> Puttenahalli -> Rajanukunte -> Wheel and Axle Plant NES
285-T,Byatarayanapura -> Corporation -> Escorts Yelahanka -> Hebbala -> Jakkur Aerodrum -> Janatha Dala Office Ananda Rao Circle -> KR Market -> Kempegowda Bus Station -> Mekhri Circle -> Mysore Bank -> Palace Ground -> Puttenahalli -> Rajanukunte -> Shivananda Store -> Town Hall -> Wheel and Axle Plant NES
285-AA,Byatarayanapura -> Escorts Yelahanka -> Hebbala -> Jakkur Aerodrum -> Janatha Dala Office Ananda Rao Circle -> Kempegowda Bus Station -> Mekhri Circle -> Palace Ground -> Puttenahalli -> Rajanukunte -> Shivananda Store -> Wheel and Axle Plant NES
285-N,Addiganahalli -> Byatarayanapura -> Corporation -> Escorts Yelahanka -> Hebbala -> Jakkur Aerodrum -> Janatha Dala Office Ananda Rao Circle -> KR Market -> Kempegowda Bus Station -> Mekhri Circle -> Mysore Bank -> Palace Ground -> Puttenahalli -> Rajanukunte -> Shivananda Store -> Tharahunase -> Town Hall -> Wheel and Axle Plant NES
BELGS-29,BEL Factory -> Mother Dairy Yelahanka -> Puttenahalli Yelahanka -> Rajanukunte -> Sapthagiri Layout -> Vidyaranyapura Post Office
285-TA,Byatarayanapura -> Corporation -> Escorts Yelahanka -> Hebbala -> Jakkur Aerodrum -> Janatha Dala Office Ananda Rao Circle -> KR Market -> Kempegowda Bus Station -> Mekhri Circle -> Mysore Bank -> Palace Ground -> Puttenahalli -> Rajanukunte -> Shivananda Store -> Town Hall -> Wheel and Axle Plant NES
285-E NES-KKLV,Escorts Yelahanka -> Puttenahalli -> Rajanukunte -> Wheel and Axle Plant NES
GITAM-1,Mother Dairy Yelahanka -> Puttenahalli Yelahanka -> Rajanukunte
BMT46-PTML,Patalamma Temple Sadenahalli
285N PTML-THS,Patalamma Temple Sadenahalli -> Tharahunase
KMT-MGH-GLH,Beedi Karmikara Colony Gate -> Chamarajapet Water Tank -> Gulaganjahalli -> Jayaram Das Factory -> KR Market -> Kengeri Club -> Kengeri TTMC -> Kommaghatta -> Maragondanahalli -> Mysore Road Bus Station -> Mysore Road Tollgate -> Nayandahalli -> Rayan Circle Tippu Sultan Road -> Sirsi Circle -> Sulikere -> Sulikere Palya
313-A,Bayyappanahalli Metro Station -> Benniganahalli -> Corporation -> Garden City College TC Palya -> Halasuru -> ITI Colony Gate -> Isolation Hospital -> KR Market -> Maragondanahalli -> Maragondanahalli Kittaganur -> Mayohall -> NGEF -> Philips Millenium Halsooru -> Richmond Circle -> St Joseph Boys High School -> Tin Factory -> Town Hall -> Trinity Circle
10-J D16G-KBS,Avalahalli BDA Park Girinagara -> Banashankari 1st Stage Muneshwara Block KEB -> Bayyappanahalli Metro Station -> Bengaluru High School -> Benniganahalli -> Chamarajapet -> Deepanjalinagara -> Ganesha Bhavan -> Garden City College TC Palya -> Girinagara -> Halasuru -> Hanumanthanagara Maruthi Circle -> Hanumanthanagara Syndicate Bank -> ITI Colony Gate -> Isolation Hospital -> Kempegowda Bus Station -> Kohinoor Ground -> Maniksha Parade Ground -> Manipal Centre MG Road -> Maragondanahalli -> Maragondanahalli Kittaganur -> Muneshwara Block -> NGEF -> Nagendra Block -> Nayandahalli Junction -> Philips Millenium Halsooru -> Ramakrishna Ashrama -> Shivajinagara Bus Station -> Tin Factory
BMSIT-8,Agarawal EYE Hospital Yelahanka -> Sharavathi Hotel Yelahanka
BMSIT-8A,Agarawal EYE Hospital Yelahanka -> Sharavathi Hotel Yelahanka
402 NES-YNTAEH,Agarawal EYE Hospital Yelahanka
YSTF-ITPL,Allalasandra Yelahanka -> B Channasandra Bridge -> B Narayanapura -> Babusabpalya -> Big Bazar ITPL -> Brook Steel ESI ITPL -> Byatarayanapura -> Chikka Bommasandra Yelahanka -> Esteem Mall Hebbala -> GKVK Gate Yelahanka -> Garudacharpalya -> HRBR Layout 3rd Block -> Hebbala Bridge -> Hoodi -> ITPL -> Jakkur Aerodrum -> Kalyananagara -> Kodigehalli Gate Byatarayanapura -> Kogilu Cross -> Mahadevapura ITPL -> Manyata Embassy Business Park -> Pattandur Agrahara Gate -> Rajapalya -> Sheshadripuram College Yelahanka -> Singaiahnapalya Phoenix Mall -> Tin Factory -> Yelahanka 5th Phase -> Yelahanka NES Office -> Yelahanka Raitarasanthe -> Yelahanka Santhe Circle -> Yelahanka Satellite Town
507-D,Ashwath Nagara Cross -> B Channasandra Bridge -> Babusabpalya -> Chikka Bommasandra Yelahanka -> Chokkanahalli Gate Tirumenahalli Cross -> ITI Circle -> ITI Colony Gate -> Ittige Factory Kogilu -> Kalyananagara -> Kogilu -> Kogilu Cross -> Koli Farm Thanisandra Main Road -> Maruthinagara Kogilu -> Noor Nagara -> Petrol Bunk Nagavara Junction -> Ramamurthynagara Alada Mara -> Ramamurthynagara Manipal -> Sapthagiri Layout -> Sarayipalya -> Sheshadripuram College Yelahanka -> Srinivasapura Kogilu -> Thanisandra -> Thirumenahalli Cross -> Yarayyanapalya -> Yelahanka 5th Phase -> Yelahanka NES Office -> Yelahanka Santhe Circle -> Yelahanka Satellite Town
380 KMT-KTO,Allalasandra Yelahanka -> Bandapura Gate -> Bayyappanahalli Metro Station -> Benniganahalli -> Bhattarahalli -> Brigade Road -> Budigere Cross -> Byatarayanapura -> CBI Mekhri Circle -> CSI Hospital -> Cantonment Railway Station -> Chikka Bommasandra Yelahanka -> Cipla Avalahalli -> Corporation -> Esteem Mall Hebbala -> GKVK Gate Yelahanka -> Halasuru -> Hebbala -> Hebbala Canara Bank -> Hebbala Veterinary Hospital -> Hoskote Kodi -> Hoskote Toll -> ITI Colony Gate -> Indian Express -> Isolation Hospital -> Jakkur Aerodrum -> Jayamahal -> KH Road -> KR Market -> Katamanallur Gate -> Kodigehalli Gate Byatarayanapura -> MG Road Metro Station -> MG Statue -> Marappa Garden -> Matadahalli -> Mayohall -> Medahalli -> NGEF -> Philips Millenium Halsooru -> Richmond Circle -> SJES College -> Shanthinagara TTMC -> Sheshadripuram College Yelahanka -> St Joseph Boys High School -> TV Tower -> Tin Factory -> Town Hall -> Trinity Circle -> Vasanthappa Block -> Yelahanka 5th Phase -> Yelahanka NES Office -> Yelahanka Satellite Town
V-500DA,Allalasandra Yelahanka -> B Channasandra Bridge -> B Narayanapura Ring Road -> Babusabpalya -> Bommanahalli -> Byatarayanapura -> CS-Eco Space Intel Ring Road -> Central Silk Board -> Chikka Bommasandra Yelahanka -> Devarabisanahalli Cross -> Devarabisanahalli New Horizon College -> Dodda Nekkundi -> EMC2 -> Electronic City -> Esteem Mall Hebbala -> GKVK Gate Yelahanka -> HSR Layout 14th Main -> HSR Layout SI Apartment -> Hebbala Bridge -> Hosa Road -> Jakkur Aerodrum -> Jn of Sarjapura -> Kadabisanahalli -> Kalyananagara -> Karthiknagara -> Kodigehalli Gate Byatarayanapura -> Kogilu Cross -> Konappana Agrahara -> Kudlu Gate -> Mahadevapura Ring Road -> Manyata Embassy Business Park -> Marathahalli Bridge -> Multiplex Marathahalli -> Nagavara -> Petrol Bunk Bellanduru -> Sheshadripuram College Yelahanka -> Singasandra -> Tin Factory -> Veerannapalya Hebbala -> Yelahanka 5th Phase -> Yelahanka NES Office -> Yelahanka Raitarasanthe -> Yelahanka Santhe Circle -> Yelahanka Satellite Town
280-F YSTF-HSK,Aduru Bidrahalli -> Bandapura Gate -> Bellahalli -> Bellahalli Cross -> Bible Cross -> Bidrahalli -> Bileshivale -> Budigere Cross -> Byrathi Bande -> Chikka Bommasandra Yelahanka -> Christal House Learning School -> Church  Byrathibande -> East Point College Hirandahalli -> Gubbi Cross -> Hiranandahalli Hoskote -> Hoskote Kodi -> Hoskote Toll -> Ittige Factory Kogilu -> Kannuru -> Katamanallur Gate -> Kogilu -> Kogilu Cross -> Kothanuru -> Kyalasanahalli -> Kyalasanahalli Byrathi -> MR Nursing College -> Maruthinagara Kogilu -> Nagenahalli Byrathi Bande -> Poornaprajna School Byrathi -> Rampura -> Sapthagiri Layout -> Sheshadripuram College Yelahanka -> Sri Rama Layout Avalahalli road -> Srinivasapura Kogilu -> Yelahanka 5th Phase -> Yelahanka NES Office -> Yelahanka Santhe Circle -> Yelahanka Satellite Town
402-M,Byatarayanapura -> Central Rajiv Gandhi Circle -> Chikka Bommasandra Yelahanka -> Chikkallasandra -> Chikkallasandra Aralimara -> Corporation -> Esteem Mall Hebbala -> GKVK Gate Yelahanka -> Gowdanapalya -> Hebbala -> Hebbala Canara Bank -> Hebbala Veterinary Hospital -> Jakkur Aerodrum -> KR Circle -> Kadirenahalli Cross -> Kadirenahalli Village -> Kempegowda Bus Station -> Kodigehalli Gate Byatarayanapura -> Lalbagh West Gate -> Maharanis College -> Mekhri Circle -> Nanda Talkies -> Palace Ground -> Poornima Talkies Lalbagh Main Road -> RV Teachers College -> Rajmahal Guttahalli -> Sheshadripuram College Yelahanka -> Shivananda Store -> South End Circle -> Yelahanka 5th Phase -> Yelahanka NES Office -> Yelahanka Satellite Town
YSTF-SBS,Byatarayanapura -> Chikka Bommasandra Yelahanka -> Esteem Mall Hebbala -> GKVK Gate Yelahanka -> Hebbala -> Hebbala Canara Bank -> Hebbala Veterinary Hospital -> Indian Express -> Jakkur Aerodrum -> Kodigehalli Gate Byatarayanapura -> Maharanis College -> Mekhri Circle -> Palace Ground -> Rajmahal Guttahalli -> Sheshadripuram College Yelahanka -> Shivajinagara Bus Station -> Telephone Exchange AGO -> Vidhana Soudha -> Yelahanka 5th Phase -> Yelahanka NES Office -> Yelahanka Satellite Town
500-Y,B Channasandra Bridge -> B Narayanapura -> BPL -> BPL ITPL -> Babusabpalya -> Big Bazar ITPL -> Brook Steel ESI ITPL -> Byatarayanapura -> Chikka Bommasandra Yelahanka -> Esteem Mall Hebbala -> GKVK Gate Yelahanka -> GR Tech Park ITPL -> Garudacharpalya -> Hebbala Bridge -> Hoodi -> Hope Farm -> ITPL -> Jakkur Aerodrum -> Kalyananagara -> Kodigehalli Gate Byatarayanapura -> Mahadevapura ITPL -> Manyata Embassy Business Park -> Pattandur Agrahara Gate -> Rajapalya -> Sheshadripuram College Yelahanka -> Tin Factory -> Yelahanka 5th Phase -> Yelahanka NES Office -> Yelahanka Satellite Town
YSTF-JBS,Ananda Rao Circle -> Byatarayanapura -> Chikka Bommasandra Yelahanka -> Corporation -> Esteem Mall Hebbala -> GKVK Gate Yelahanka -> Hebbala -> Hebbala Canara Bank -> Hebbala Veterinary Hospital -> Jakkur Aerodrum -> Jayanagara TTMC -> KR Circle -> Kodigehalli Gate Byatarayanapura -> Lalbagh West Gate -> Maharanis College -> Mekhri Circle -> Palace Ground -> RV Teachers College -> Rajmahal Guttahalli -> Sheshadripuram College Yelahanka -> Shivananda Store -> Yelahanka 5th Phase -> Yelahanka NES Office -> Yelahanka Satellite Town
YSTF-CSB,B Channasandra Bridge -> B Narayanapura Ring Road -> Babusabpalya -> Byatarayanapura -> CS-Eco Space Intel Ring Road -> Central Silk Board -> Chikka Bommasandra Yelahanka -> Devarabisanahalli Cross -> Devarabisanahalli New Horizon College -> Dodda Nekkundi -> EMC2 -> Esteem Mall Hebbala -> GKVK Gate Yelahanka -> HRBR Layout 3rd Block -> HSR Layout 14th Main -> HSR Layout SI Apartment -> Hebbala Bridge -> Jakkur Aerodrum -> Jn of Sarjapura -> Kadabisanahalli -> Kalyananagara -> Karthiknagara -> Kodigehalli Gate Byatarayanapura -> Mahadevapura Ring Road -> Manyata Embassy Business Park -> Marathahalli Bridge -> Multiplex Marathahalli -> Petrol Bunk Bellanduru -> Sheshadripuram College Yelahanka -> Tin Factory -> Yelahanka 5th Phase -> Yelahanka NES Office -> Yelahanka Satellite Town
356-J,Ananda Rao Circle -> Bengaluru Dairy Circle -> Bommanahalli -> Byatarayanapura -> Chikka Bommasandra Yelahanka -> Corporation -> Electronic City -> Esteem Mall Hebbala -> GKVK Gate Yelahanka -> Ganganagara -> Hebbala -> Hebbala Canara Bank -> Hebbala Veterinary Hospital -> Hosa Road -> Jakkur Aerodrum -> Jn of Hosur Road -> KH Road -> KR Circle -> Kodigehalli Gate Byatarayanapura -> Konappana Agrahara -> Koramangala Krupanidhi College -> Koramangala Kudure Mukha Colony -> Kudlu Gate -> Lakkasandra -> Madivala -> Maharanis College -> Mekhri Circle -> Nimhans Hospital -> PESIT College -> Palace Ground -> Rajmahal Guttahalli -> Shanthinagara TTMC -> Sheshadripuram College Yelahanka -> Shivananda Store -> Singasandra -> St Johns Hospital -> Subbaiah Circle -> Wilson Garden 10th Cross -> Wilson Garden Police Station -> Yelahanka 5th Phase -> Yelahanka NES Office -> Yelahanka Satellite Town
